Date,SeqNum,r1,r2,r3,r4,r5,r6,b,Revenue,1st,2nd
2011-3-15,2011029,1,4,9,10,20,31,7,"298,361,906",7,98
2011-3-17,2011030,2,9,19,24,25,33,10,"304,099,208",20,145
2011-3-20,2011031,16,17,24,28,29,32,12,"336,612,714",1,52
2011-3-22,2011032,3,5,7,13,14,15,15,"302,968,920",13,230
2011-3-24,2011033,2,8,12,13,19,29,4,"307,522,678",8,212
2011-3-27,2011034,13,14,17,19,24,31,8,"345,909,126",7,44
2011-3-29,2011035,13,14,18,20,27,31,2,"311,694,488",3,96
2011-3-31,2011036,2,11,20,22,24,31,5,"315,826,494",5,114
2011-4-3,2011037,1,3,4,6,17,25,11,"330,231,608",10,106
2011-4-5,2011038,2,14,15,19,23,24,12,"289,140,916",3,92
2011-4-7,2011039,3,7,10,16,24,29,13,"311,094,814",6,188
2011-4-10,2011040,5,11,14,24,26,28,13,"345,011,574",5,77
2011-4-12,2011041,4,10,12,13,30,32,13,"308,500,156",3,93
2011-4-14,2011042,5,13,15,17,19,21,15,"321,302,904",6,107
2011-4-17,2011043,4,13,14,17,25,31,4,"358,996,258",75,259
2011-4-19,2011044,3,14,16,26,27,31,9,"289,688,506",9,144
2011-4-21,2011045,2,16,17,20,26,32,8,"296,409,720",13,69
2011-4-24,2011046,9,17,18,26,29,30,8,"322,849,314",15,241
2011-4-26,2011047,4,13,23,25,27,33,14,"278,338,352",3,78
2011-4-28,2011048,10,14,18,25,26,27,15,"280,257,800",0,65
2011-5-1,2011049,1,11,17,18,27,31,14,"298,097,446",2,188
2011-5-3,2011050,4,5,19,22,28,29,15,"276,013,398",6,141
2011-5-5,2011051,1,7,11,14,15,16,14,"289,337,386",5,65
2011-5-8,2011052,4,5,8,19,27,28,8,"314,222,356",9,201
2011-5-10,2011053,3,6,10,12,22,30,15,"282,819,042",3,216
2011-5-12,2011054,8,11,16,17,22,33,8,"290,127,160",3,94
2011-5-15,2011055,8,13,16,17,29,32,16,"323,409,932",4,95
2011-5-17,2011056,13,16,19,20,23,25,10,"294,519,332",6,59
2011-5-19,2011057,4,6,20,21,26,33,2,"293,874,448",2,57
2011-5-22,2011058,7,18,22,30,32,33,6,"321,880,622",8,83
2011-5-24,2011059,24,26,27,29,31,33,16,"297,661,236",6,92
2011-5-26,2011060,10,11,13,21,27,31,1,"294,946,664",4,81
2011-5-29,2011061,2,3,8,13,19,21,3,"329,490,066",20,116
2011-5-31,2011062,4,8,9,10,29,30,3,"292,576,106",12,162
2011-6-2,2011063,4,6,13,15,18,19,5,"286,784,814",7,60
2011-6-5,2011064,3,6,7,29,30,33,2,"308,305,132",6,117
2011-6-7,2011065,4,16,23,25,27,29,3,"276,483,886",1,59
2011-6-9,2011066,4,6,14,17,30,32,12,"284,641,290",3,52
2011-6-12,2011067,17,19,20,24,25,27,12,"321,776,484",3,69
2011-6-14,2011068,3,7,10,15,19,24,10,"296,012,586",6,148
2011-6-16,2011069,2,13,16,18,24,30,12,"308,628,372",5,105
2011-6-19,2011070,1,3,5,12,21,28,12,"342,264,942",7,219
2011-6-21,2011071,1,2,15,22,28,30,2,"310,534,104",3,57
2011-6-23,2011072,1,6,10,11,18,27,12,"313,897,806",6,107
2011-6-26,2011073,3,4,5,12,17,21,14,"362,922,526",7,127
2011-6-28,2011074,2,21,26,28,29,32,1,"344,333,482",6,29
2011-6-30,2011075,7,9,10,12,31,32,13,"343,341,640",2,64
2011-7-3,2011076,6,19,21,26,32,33,13,"382,839,880",1,96
2011-7-5,2011077,1,7,8,15,26,29,10,"366,916,974",10,131
2011-7-7,2011078,3,5,13,20,22,29,9,"365,761,038",13,101
2011-7-10,2011079,3,14,15,16,24,29,5,"391,447,400",5,81
2011-7-12,2011080,2,7,9,25,31,32,9,"348,447,154",10,77
2011-7-14,2011081,6,14,19,23,25,32,12,"347,690,264",4,128
2011-7-17,2011082,7,16,17,20,25,26,4,"388,800,864",16,179
2011-7-19,2011083,7,16,18,24,28,29,6,"346,077,740",7,95
2011-7-21,2011084,9,10,12,16,18,32,15,"348,473,896",5,68
2011-7-24,2011085,3,6,11,21,24,31,10,"371,696,466",10,221
2011-7-26,2011086,6,7,9,12,17,24,9,"334,074,814",113,110
2011-7-28,2011087,2,3,4,5,18,28,1,"296,896,504",10,119
2011-7-31,2011088,3,9,17,20,21,29,4,"327,675,114",8,154
2011-8-2,2011089,1,2,11,24,29,30,12,"299,010,020",11,96
2011-8-4,2011090,2,5,14,18,21,25,16,"302,158,754",2,76
2011-8-7,2011091,9,15,21,23,28,30,3,"330,377,834",4,81
2011-8-9,2011092,5,10,17,26,31,32,4,"296,160,020",4,107
2011-8-11,2011093,4,7,11,13,23,30,9,"300,330,150",16,112
2011-8-14,2011094,9,11,12,17,18,19,5,"329,858,052",14,124
2011-8-16,2011095,3,7,8,10,23,24,5,"293,229,282",19,126
2011-8-18,2011096,1,4,7,13,14,19,15,"288,032,952",4,106
2011-8-21,2011097,9,17,19,20,21,26,16,"323,418,670",19,108
2011-8-23,2011098,3,7,20,21,22,32,5,"283,485,974",2,51
2011-8-25,2011099,10,12,13,21,26,27,14,"287,051,218",3,61
2011-8-28,2011100,7,11,21,23,31,32,5,"323,046,340",5,138
2011-8-30,2011101,6,10,19,23,29,31,6,"295,906,364",5,100
2011-9-1,2011102,1,5,13,21,27,31,11,"303,886,824",12,116
2011-9-4,2011103,4,5,10,13,15,16,12,"334,043,508",8,77
2011-9-6,2011104,9,10,16,20,25,29,9,"300,386,562",24,193
2011-9-8,2011105,4,6,23,25,27,28,1,"292,666,602",6,163
2011-9-11,2011106,2,11,12,14,24,32,14,"313,930,786",5,118
2011-9-13,2011107,4,9,16,17,22,29,15,"287,460,888",36,428
2011-9-15,2011108,2,17,22,26,29,33,10,"282,794,584",4,72
2011-9-18,2011109,1,3,9,15,16,33,15,"319,837,948",5,92
2011-9-20,2011110,12,14,21,26,28,33,12,"291,747,572",1,46
2011-9-22,2011111,1,3,5,20,25,27,4,"301,379,048",5,76
2011-9-25,2011112,3,5,16,18,23,24,15,"335,373,070",4,194
2011-9-27,2011113,6,10,11,25,32,33,5,"301,463,604",4,84
2011-9-29,2011114,1,14,15,16,30,32,9,"297,745,236",6,75
2011-10-2,2011115,7,8,9,12,17,33,16,"306,169,962",2,123
2011-10-4,2011116,1,7,11,12,17,27,5,"270,660,014",20,135
2011-10-6,2011117,8,10,19,26,28,30,4,"284,670,324",3,180
2011-10-9,2011118,5,6,11,14,20,21,10,"346,558,714",6,163
2011-10-11,2011119,9,12,14,19,28,32,1,"310,270,074",3,81
2011-10-13,2011120,4,14,17,28,30,33,7,"307,300,204",11,107
2011-10-16,2011121,4,14,22,25,32,33,2,"342,602,202",2,39
2011-10-18,2011122,10,12,18,26,27,31,3,"307,852,112",7,142
2011-10-20,2011123,1,4,5,14,19,28,16,"329,433,846",3,155
2011-10-23,2011124,9,18,19,26,31,32,16,"356,985,192",7,123
2011-10-25,2011125,3,10,15,24,27,32,8,"322,501,850",10,117
2011-10-27,2011126,3,7,13,18,23,26,16,"329,809,254",2,198
2011-10-30,2011127,16,19,22,23,27,29,11,"366,718,126",8,93
2011-11-1,2011128,9,11,14,17,19,23,12,"330,310,278",7,109
2011-11-3,2011129,7,10,11,21,23,26,6,"336,342,794",8,120
2011-11-6,2011130,7,14,18,23,25,32,15,"368,707,538",3,86
2011-11-8,2011131,2,7,9,17,21,25,1,"329,212,830",5,131
2011-11-10,2011132,2,5,12,13,25,33,7,"340,242,582",10,138
2011-11-13,2011133,12,14,20,21,25,31,16,"376,474,284",7,75
2011-11-15,2011134,1,2,6,7,30,31,10,"337,761,116",12,84
2011-11-17,2011135,12,13,17,20,25,26,12,"335,103,670",3,62
2011-11-20,2011136,2,4,6,20,22,31,7,"375,968,636",4,86
2011-11-22,2011137,2,11,18,23,30,33,13,"340,607,254",5,128
2011-11-24,2011138,1,5,15,24,28,32,7,"348,154,674",7,252
2011-11-27,2011139,8,20,24,27,30,31,3,"387,797,344",6,72
2011-11-29,2011140,4,18,20,22,27,29,6,"349,582,200",5,53
2011-12-1,2011141,2,4,6,19,24,29,11,"353,185,652",9,192
2011-12-4,2011142,12,15,16,26,29,31,2,"395,266,644",3,83
2011-12-6,2011143,7,8,12,14,15,30,16,"359,074,808",4,90
2011-12-8,2011144,1,2,9,10,16,24,3,"365,097,322",7,78
2011-12-11,2011145,2,4,14,15,26,30,4,"399,835,362",11,249
2011-12-13,2011146,11,23,26,28,32,33,10,"367,466,864",5,163
2011-12-15,2011147,4,8,12,17,18,30,10,"369,715,120",16,275
2011-12-18,2011148,5,14,22,23,25,26,14,"403,588,782",6,105
2011-12-20,2011149,4,5,6,7,23,31,16,"365,612,730",1,225
2011-12-22,2011150,8,10,12,15,22,27,13,"385,439,474",8,215
2011-12-25,2011151,7,11,16,19,31,33,10,"428,101,842",6,190
2011-12-27,2011152,4,10,11,12,21,26,13,"394,544,922",7,285
2011-12-29,2011153,5,8,9,10,20,25,13,"403,874,136",16,282
2012-1-1,2012001,1,4,5,9,15,17,6,"433,902,388",6,110
2012-1-3,2012002,2,3,7,9,10,32,13,"369,663,804",17,101
2012-1-5,2012003,3,6,8,24,29,31,9,"376,556,854",26,165
2012-1-8,2012004,1,5,10,11,21,23,16,"422,246,096",4,153
2012-1-10,2012005,7,9,18,27,31,33,6,"373,157,878",7,102
2012-1-12,2012006,2,22,25,29,32,33,8,"365,269,490",17,127
2012-1-15,2012007,10,17,19,27,28,32,4,"386,798,560",5,88
2012-1-17,2012008,1,12,20,23,24,29,8,"349,794,196",5,108
2012-1-19,2012009,4,16,24,26,27,33,11,"371,864,904",7,76
2012-1-29,2012010,1,3,13,19,25,26,10,"350,707,306",4,112
2012-1-31,2012011,4,14,15,16,20,26,5,"322,471,622",15,212
2012-2-2,2012012,15,17,18,20,23,27,1,"330,682,334",2,75
2012-2-5,2012013,6,8,24,29,30,32,13,"382,213,084",10,164
2012-2-7,2012014,1,2,5,16,28,30,12,"332,394,836",59,112
2012-2-9,2012015,1,3,6,10,21,23,15,"344,966,404",3,77
2012-2-12,2012016,2,5,12,17,22,25,8,"391,806,944",16,278
2012-2-14,2012017,6,9,14,19,25,28,10,"360,962,760",26,237
2012-2-16,2012018,3,5,6,22,26,32,15,"361,743,346",4,78
2012-2-19,2012019,7,14,18,20,22,30,16,"400,412,500",7,130
2012-2-21,2012020,3,8,12,18,23,29,11,"363,324,150",19,354
2012-2-23,2012021,1,15,16,18,22,30,3,"367,729,098",3,45
2012-2-26,2012022,4,8,12,24,26,27,4,"397,040,802",7,180
2012-2-28,2012023,5,9,15,23,24,33,2,"365,582,932",9,216
2012-3-1,2012024,4,12,19,21,25,28,13,"364,173,592",24,289
2012-3-4,2012025,3,8,9,17,25,27,6,"403,316,356",12,226
2012-3-6,2012026,3,7,9,15,24,25,16,"364,748,574",2,107
2012-3-8,2012027,4,16,22,25,30,31,12,"367,033,234",1,72
2012-3-11,2012028,10,15,20,21,28,30,11,"408,320,996",6,142
2012-3-13,2012029,4,7,15,25,26,28,3,"363,574,384",4,135
2012-3-15,2012030,9,10,17,18,21,31,8,"360,021,696",9,133
2012-3-18,2012031,4,16,22,24,27,31,3,"405,489,418",4,108
2012-3-20,2012032,1,2,10,17,22,24,4,"364,723,646",2,50
2012-3-22,2012033,2,3,15,16,17,27,4,"367,684,820",15,388
2012-3-25,2012034,2,3,8,23,32,33,16,"399,671,360",5,140
2012-3-27,2012035,9,11,12,21,24,26,5,"358,931,126",16,132
2012-3-29,2012036,2,11,13,18,19,26,9,"360,667,728",12,110
2012-4-1,2012037,5,14,19,24,28,33,9,"393,044,730",4,165
2012-4-3,2012038,9,10,11,15,19,33,16,"323,004,056",4,102
2012-4-5,2012039,1,2,5,13,22,29,8,"343,264,490",5,68
2012-4-8,2012040,3,8,9,22,25,31,10,"391,299,304",18,211
2012-4-10,2012041,8,11,15,20,24,32,2,"356,306,648",6,77
2012-4-12,2012042,5,6,11,19,24,28,16,"353,943,408",8,225
2012-4-15,2012043,2,9,11,21,26,33,3,"394,668,460",14,152
2012-4-17,2012044,6,9,10,14,22,25,3,"356,462,184",7,123
2012-4-19,2012045,8,11,20,21,27,30,9,"356,502,588",7,165
2012-4-22,2012046,4,12,19,20,23,33,6,"391,900,112",10,209
2012-4-24,2012047,6,7,11,16,32,33,11,"346,381,150",6,85
2012-4-26,2012048,1,5,14,22,24,30,10,"352,087,342",7,86
2012-4-29,2012049,4,12,13,19,20,32,2,"370,994,838",6,95
2012-5-1,2012050,7,13,15,17,19,24,11,"319,513,602",6,98
2012-5-3,2012051,2,12,14,17,30,31,9,"340,256,786",5,116
2012-5-6,2012052,2,3,5,6,20,24,4,"383,696,656",5,104
2012-5-8,2012053,4,15,22,25,27,33,4,"342,378,036",1,140
2012-5-10,2012054,6,14,18,20,30,33,14,"356,190,234",5,64
2012-5-13,2012055,4,6,13,20,24,28,1,"396,120,110",4,110
2012-5-15,2012056,4,7,14,17,26,31,10,"363,402,618",11,193
2012-5-17,2012057,3,5,19,21,27,31,4,"367,753,954",3,143
2012-5-20,2012058,3,6,15,20,25,26,4,"416,752,864",4,204
2012-5-22,2012059,4,13,21,22,26,31,1,"389,786,618",6,205
2012-5-24,2012060,7,10,13,16,17,29,1,"394,479,944",1,155
2012-5-27,2012061,3,8,11,12,14,18,14,"451,440,342",5,136
2012-5-29,2012062,2,13,16,17,20,31,7,"422,402,826",4,102
2012-5-31,2012063,2,10,17,19,24,27,12,"420,166,696",11,95
2012-6-3,2012064,5,10,11,16,23,24,11,"444,563,890",12,135
2012-6-5,2012065,8,10,18,19,27,31,14,"396,002,414",16,152
2012-6-7,2012066,1,2,9,26,29,33,12,"389,067,662",7,158
2012-6-10,2012067,4,5,10,21,26,30,16,"415,404,644",10,181
2012-6-12,2012068,5,17,22,26,32,33,10,"379,754,544",117,120
2012-6-14,2012069,8,10,11,18,20,29,6,"363,763,394",19,250
2012-6-17,2012070,2,3,4,24,31,32,11,"403,726,842",10,121
2012-6-19,2012071,3,4,19,21,22,23,8,"359,591,294",8,104
2012-6-21,2012072,2,3,7,9,13,30,6,"349,310,588",2,96
2012-6-24,2012073,4,7,9,10,17,27,5,"383,664,428",8,169
2012-6-26,2012074,15,16,18,19,28,32,8,"354,427,342",5,70
2012-6-28,2012075,4,6,22,23,29,32,11,"351,962,062",23,77
2012-7-1,2012076,11,18,22,27,29,30,15,"379,484,266",3,81
2012-7-3,2012077,2,4,13,18,26,28,12,"337,698,126",5,79
2012-7-5,2012078,8,15,22,24,28,33,12,"339,534,852",6,90
2012-7-8,2012079,6,7,12,24,30,33,12,"373,462,380",4,127
2012-7-10,2012080,4,9,14,15,16,27,3,"333,462,942",17,181
2012-7-12,2012081,2,5,10,24,25,29,6,"335,807,634",22,232
2012-7-15,2012082,2,4,11,18,22,29,6,"376,633,434",9,269
2012-7-17,2012083,4,9,14,15,26,33,4,"337,785,246",7,180
2012-7-19,2012084,2,10,20,26,28,29,14,"340,543,862",6,100
2012-7-22,2012085,5,17,24,30,31,33,5,"365,440,332",9,108
2012-7-24,2012086,8,9,13,15,22,23,8,"329,772,984",14,209
2012-7-26,2012087,3,10,11,13,14,22,9,"333,397,892",5,125
2012-7-29,2012088,3,5,23,24,27,31,15,"363,501,734",6,122
2012-7-31,2012089,3,7,10,13,14,25,11,"323,395,064",11,111
2012-8-2,2012090,2,13,20,25,29,30,11,"329,354,360",8,67
2012-8-5,2012091,1,5,7,8,19,21,16,"363,226,218",7,198
2012-8-7,2012092,6,13,17,18,28,32,3,"323,643,554",10,218
2012-8-9,2012093,3,5,19,21,24,33,13,"324,000,944",5,68
2012-8-12,2012094,6,9,14,16,23,33,15,"360,208,214",3,120
2012-8-14,2012095,17,24,27,28,29,30,2,"324,870,412",3,92
2012-8-16,2012096,4,7,11,16,29,33,7,"324,279,054",11,124
2012-8-19,2012097,5,8,13,14,19,22,6,"362,228,722",14,240
2012-8-21,2012098,2,12,19,26,29,31,9,"328,680,072",12,107
2012-8-23,2012099,8,12,15,16,21,27,16,"334,215,270",8,137
2012-8-26,2012100,5,7,15,18,25,33,10,"365,221,470",7,150
2012-8-28,2012101,9,12,17,18,20,33,2,"332,762,926",4,61
2012-8-30,2012102,13,25,27,28,29,30,15,"330,626,818",4,122
2012-9-2,2012103,4,9,11,14,32,33,2,"364,812,438",6,80
2012-9-4,2012104,4,5,9,10,19,28,3,"326,123,048",20,176
2012-9-6,2012105,6,13,14,15,17,30,4,"332,112,822",8,110
2012-9-9,2012106,13,14,20,22,23,32,16,"368,837,242",7,72
2012-9-11,2012107,11,12,15,24,25,31,9,"325,537,564",13,127
2012-9-13,2012108,1,9,12,13,19,28,13,"329,301,702",8,139
2012-9-16,2012109,2,12,24,26,29,31,3,"366,377,520",6,93
2012-9-18,2012110,3,7,10,13,22,32,9,"327,652,012",16,218
2012-9-20,2012111,2,9,10,20,22,31,13,"334,284,550",3,127
2012-9-23,2012112,8,15,20,21,27,31,6,"365,453,898",34,203
2012-9-25,2012113,3,6,9,13,18,32,6,"321,721,194",13,162
2012-9-27,2012114,1,6,11,26,27,29,15,"323,638,620",3,115
2012-9-30,2012115,3,8,20,24,26,32,14,"330,478,202",7,86
2012-10-2,2012116,3,21,26,29,31,32,3,"270,974,690",3,44
2012-10-4,2012117,13,15,18,20,24,28,9,"285,909,300",8,108
2012-10-7,2012118,5,6,7,12,15,28,11,"352,094,796",12,166
2012-10-9,2012119,12,20,25,26,27,28,13,"321,919,326",50,85
2012-10-11,2012120,1,4,20,24,28,29,16,"311,866,338",2,77
2012-10-14,2012121,1,7,8,20,23,24,11,"355,530,542",6,124
2012-10-16,2012122,12,13,19,22,28,29,11,"325,004,070",6,100
2012-10-18,2012123,8,10,16,25,28,33,9,"334,799,840",11,78
2012-10-21,2012124,6,7,21,25,27,33,11,"369,201,172",5,158
2012-10-23,2012125,8,12,13,26,29,33,1,"337,488,334",20,244
2012-10-25,2012126,3,5,12,15,23,24,7,"336,798,500",15,169
2012-10-28,2012127,1,9,11,21,26,32,8,"373,363,120",9,95
2012-10-30,2012128,5,9,12,29,30,31,5,"322,643,800",9,135
2012-11-1,2012129,1,7,9,17,21,29,1,"331,737,426",2,92
2012-11-4,2012130,1,3,15,20,22,31,3,"355,629,806",3,59
2012-11-6,2012131,6,18,19,26,28,32,12,"334,407,788",21,207
2012-11-8,2012132,7,12,16,17,21,25,10,"332,827,106",11,92
2012-11-11,2012133,1,8,11,20,21,29,2,"364,736,358",9,210
2012-11-13,2012134,2,5,6,7,13,23,15,"331,006,688",1,84
2012-11-15,2012135,2,5,7,8,11,17,16,"334,488,518",5,96
2012-11-18,2012136,2,7,8,17,21,28,11,"370,704,246",37,155
2012-11-20,2012137,1,2,4,6,13,17,7,"323,374,784",6,34
2012-11-22,2012138,1,7,16,17,19,21,14,"322,213,636",4,109
2012-11-25,2012139,8,19,21,24,28,31,15,"359,675,456",6,62
2012-11-27,2012140,14,18,27,30,31,33,15,"328,890,054",9,188
2012-11-29,2012141,3,5,8,19,20,27,9,"331,745,670",27,211
2012-12-2,2012142,5,18,22,28,29,31,6,"355,971,618",13,80
2012-12-4,2012143,7,8,18,25,30,32,6,"322,260,704",12,130
2012-12-6,2012144,3,10,12,13,27,30,4,"326,127,870",25,125
2012-12-9,2012145,5,20,26,27,28,33,3,"349,657,358",5,112
2012-12-11,2012146,1,5,7,13,29,32,13,"320,313,400",5,107
2012-12-13,2012147,2,12,15,23,24,32,9,"330,613,366",8,170
2012-12-16,2012148,3,6,11,17,21,31,7,"373,006,912",64,1293
2012-12-18,2012149,1,5,13,25,26,32,13,"314,338,172",2,116
2012-12-20,2012150,9,11,17,23,24,26,7,"325,835,512",4,92
2012-12-23,2012151,5,14,24,25,26,32,1,"362,492,002",8,109
2012-12-25,2012152,10,12,18,22,28,29,7,"327,454,924",36,220
2012-12-27,2012153,4,5,11,21,27,28,10,"315,610,858",14,167
2012-12-30,2012154,5,7,12,16,28,32,4,"349,475,260",5,137
2013-1-1,2013001,6,8,14,15,24,25,6,"309,153,922",20,271
2013-1-3,2013002,1,16,18,22,28,30,12,"303,822,912",4,63
2013-1-6,2013003,22,23,26,27,28,33,9,"367,773,688",4,90
2013-1-8,2013004,6,10,16,20,27,32,8,"337,097,616",17,152
2013-1-10,2013005,1,13,14,25,31,32,12,"339,352,226",11,117
2013-1-13,2013006,9,10,13,17,22,30,13,"374,366,198",8,178
2013-1-15,2013007,2,9,15,22,26,32,1,"341,246,158",2,148
2013-1-17,2013008,3,8,17,21,25,32,15,"341,795,384",6,311
2013-1-20,2013009,1,4,9,13,16,23,2,"383,674,016",4,100
2013-1-22,2013010,1,9,11,17,32,33,12,"347,709,230",5,74
2013-1-24,2013011,3,12,17,24,27,29,9,"350,274,074",11,113
2013-1-27,2013012,6,14,17,22,28,29,2,"389,114,476",3,144
2013-1-29,2013013,5,6,13,19,22,28,9,"351,745,408",19,259
2013-1-31,2013014,2,4,5,17,19,20,8,"348,187,310",20,235
2013-2-3,2013015,5,6,7,11,13,18,15,"377,989,410",3,158
2013-2-5,2013016,2,5,6,12,14,28,5,"327,207,104",12,99
2013-2-7,2013017,4,6,12,30,31,32,9,"339,247,106",3,93
2013-2-17,2013018,2,8,13,28,29,30,5,"364,752,666",10,273
2013-2-19,2013019,1,2,5,16,20,26,6,"316,958,200",5,93
2013-2-21,2013020,1,7,8,12,16,21,1,"337,611,102",5,145
2013-2-24,2013021,1,6,17,19,26,31,11,"386,291,388",7,104
2013-2-26,2013022,2,4,7,9,15,20,7,"349,104,140",6,79
2013-2-28,2013023,3,6,15,18,30,32,5,"359,844,386",4,145
2013-3-3,2013024,4,5,13,23,27,30,9,"397,860,528",17,191
2013-3-5,2013025,16,17,18,24,25,30,8,"365,053,994",27,126
2013-3-7,2013026,4,11,14,15,22,31,11,"357,237,076",4,95
2013-3-10,2013027,1,2,4,12,21,24,12,"401,897,672",11,126
2013-3-12,2013028,7,8,14,25,26,28,13,"363,477,764",6,149
2013-3-14,2013029,6,7,10,19,23,29,12,"367,189,222",12,473
2013-3-17,2013030,7,14,18,25,26,29,6,"405,193,314",7,140
2013-3-19,2013031,3,13,14,15,21,33,3,"365,951,410",10,125
2013-3-21,2013032,4,21,25,29,30,33,3,"365,616,360",2,68
2013-3-24,2013033,5,6,13,17,19,28,1,"397,248,028",44,567
2013-3-26,2013034,6,15,20,22,26,33,9,"339,315,898",8,83
2013-3-28,2013035,1,14,15,17,26,30,2,"351,498,872",3,78
2013-3-31,2013036,4,5,9,27,29,31,13,"393,497,514",9,182
2013-4-2,2013037,2,15,18,27,28,32,14,"350,336,028",6,157
2013-4-4,2013038,9,10,12,14,15,19,11,"328,400,842",5,95
2013-4-7,2013039,1,2,14,15,24,29,6,"390,740,078",7,94
2013-4-9,2013040,2,4,10,12,17,30,10,"352,650,578",11,125
2013-4-11,2013041,2,10,12,17,23,24,5,"358,260,706",3,295
2013-4-14,2013042,1,8,12,13,15,33,3,"396,763,590",7,131
2013-4-16,2013043,3,6,14,15,17,25,16,"358,568,922",16,247
2013-4-18,2013044,3,5,11,18,26,28,6,"355,471,956",12,337
2013-4-21,2013045,6,7,8,14,23,31,12,"389,847,482",7,138
2013-4-23,2013046,3,16,19,20,24,26,6,"352,094,234",7,95
2013-4-25,2013047,1,8,11,17,27,30,12,"347,274,348",6,116
2013-4-28,2013048,10,13,17,28,30,32,4,"379,712,106",37,119
2013-4-30,2013049,10,13,14,16,21,32,14,"295,889,902",2,41
2013-5-2,2013050,3,7,13,18,22,25,3,"331,969,178",9,228
2013-5-5,2013051,8,12,15,19,28,29,2,"377,856,082",33,450
2013-5-7,2013052,6,7,14,21,22,24,13,"320,719,928",8,104
2013-5-9,2013053,3,12,13,22,30,33,14,"327,360,018",5,132
2013-5-12,2013054,3,4,8,14,21,28,14,"367,209,526",14,202
2013-5-14,2013055,8,18,19,22,27,32,6,"328,924,474",6,97
2013-5-16,2013056,3,12,25,26,28,29,16,"330,573,576",5,88
2013-5-19,2013057,13,16,19,23,26,28,5,"367,207,180",6,146
2013-5-21,2013058,8,11,17,21,23,24,5,"338,075,776",13,243
2013-5-23,2013059,3,10,18,24,27,29,9,"339,381,758",11,134
2013-5-26,2013060,5,7,10,13,19,20,15,"368,726,696",8,206
2013-5-28,2013061,5,6,7,12,13,18,12,"335,064,726",43,830
2013-5-30,2013062,1,6,7,19,22,27,2,"313,979,568",2,102
2013-6-2,2013063,10,15,18,20,23,31,12,"354,390,256",3,84
2013-6-4,2013064,1,9,13,22,25,32,12,"328,102,052",5,72
2013-6-6,2013065,7,18,19,23,29,30,2,"334,460,176",5,165
2013-6-9,2013066,1,3,16,17,20,32,7,"368,087,166",8,96
2013-6-11,2013067,1,4,9,15,22,30,6,"309,743,864",16,163
2013-6-13,2013068,2,7,13,20,25,27,6,"329,872,238",10,203
2013-6-16,2013069,7,16,17,18,30,33,6,"369,339,396",105,190
2013-6-18,2013070,2,3,9,10,28,30,6,"296,577,242",13,152
2013-6-20,2013071,5,12,21,23,26,28,9,"311,914,552",11,173
2013-6-23,2013072,2,8,11,14,19,33,9,"351,392,580",2,144
2013-6-25,2013073,2,9,13,17,20,28,11,"324,559,238",19,185
2013-6-27,2013074,3,6,8,14,19,32,3,"320,654,782",3,101
2013-6-30,2013075,4,6,9,25,30,33,14,"358,276,246",0,47
2013-7-2,2013076,14,23,24,26,29,30,3,"326,689,120",1,43
2013-7-4,2013077,9,14,23,24,26,29,3,"333,114,166",31,186
2013-7-7,2013078,3,5,17,18,26,27,15,"355,637,236",8,223
2013-7-9,2013079,7,13,17,19,22,26,13,"320,512,624",12,102
2013-7-11,2013080,10,11,12,23,28,32,16,"327,918,824",5,103
2013-7-14,2013081,1,4,10,13,21,31,13,"359,745,012",4,122
2013-7-16,2013082,4,13,14,20,22,30,6,"326,611,872",5,178
2013-7-18,2013083,5,6,12,14,19,23,9,"338,036,388",18,225
2013-7-21,2013084,5,7,9,11,20,21,3,"373,588,034",10,136
2013-7-23,2013085,2,8,12,14,16,32,16,"330,145,456",7,135
2013-7-25,2013086,2,4,11,13,16,26,11,"326,453,274",3,80
2013-7-28,2013087,2,13,19,23,24,28,5,"364,306,204",6,121
2013-7-30,2013088,9,15,20,21,22,24,14,"332,225,112",3,119
2013-8-1,2013089,4,8,12,19,21,25,13,"337,088,774",14,210
2013-8-4,2013090,2,5,11,23,24,29,8,"372,773,264",46,154
2013-8-6,2013091,4,14,24,25,28,31,10,"308,670,790",22,61
2013-8-8,2013092,7,11,15,21,26,31,6,"311,052,518",8,103
2013-8-11,2013093,1,2,8,26,29,31,14,"345,826,922",2,111
2013-8-13,2013094,2,4,14,18,20,22,7,"320,217,972",11,113
2013-8-15,2013095,1,6,15,19,28,29,10,"321,839,422",5,144
2013-8-18,2013096,1,2,22,28,29,30,15,"364,530,978",9,112
2013-8-20,2013097,5,14,17,22,23,25,7,"326,153,582",3,152
2013-8-22,2013098,7,15,18,19,20,26,14,"333,979,300",28,291
2013-8-25,2013099,5,11,20,21,26,31,3,"359,490,506",13,173
2013-8-27,2013100,4,8,11,14,16,20,11,"324,850,520",0,61
2013-8-29,2013101,5,7,9,23,27,32,1,"339,246,710",4,83
2013-9-1,2013102,2,4,5,6,8,16,3,"374,113,680",12,142
2013-9-3,2013103,2,4,9,13,18,20,7,"329,389,008",5,111
2013-9-5,2013104,1,2,4,15,17,28,11,"339,771,188",4,88
2013-9-8,2013105,1,11,23,27,31,32,9,"380,197,404",5,70
2013-9-10,2013106,9,11,23,30,31,32,6,"344,715,810",4,77
2013-9-12,2013107,7,9,11,17,28,31,11,"349,907,348",7,120
2013-9-15,2013108,16,21,22,28,31,32,5,"384,725,718",3,60
